Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
5649,18,9496,254,14893,390
28333,12,3674,152,12512,189
9128,33,5403,306,6490,68
2757,32,1868,59,10345,106
6349,23,7838,268,5862,385
11330,42,3867,497,14374,225
14940,23,7045,343,9670,462
26627,16,5198,324,4912,178
19729,24,4157,380,6936,78
28341,31,1730,326,13771,95
16806,33,3173,219,9222,390
24031,30,9743,296,12069,67
16677,39,1706,125,5484,217
7695,18,5427,355,10833,70
15277,31,4966,81,9215,129
27075,34,3006,446,4845,255
16478,34,7888,100,7713,349
29603,43,8759,262,10304,482
28195,24,1448,176,7720,427
25602,31,9941,89,9969,179
18442,18,2175,189,11538,192
24488,15,2773,51,9425,140
15359,24,5991,155,11122,292
11076,39,4914,260,4866,283
28692,13,4642,106,14541,52
8101,17,7641,116,12758,398
24332,32,6276,365,11208,23
4166,30,2495,167,4484,304
7787,41,6158,343,14165,449
19491,27,7530,128,12471,381
4640,27,1036,221,12157,360
17742,36,3674,236,8868,263
12061,38,9953,303,4357,307
25899,49,7111,446,8314,412
4845,12,2108,200,5565,181
8213,16,4705,184,7476,96
8615,40,3754,489,7889,320
16981,11,9049,166,12574,365
22313,18,2011,299,5065,418
10571,24,5959,88,5623,415
22951,38,9923,403,9337,472
5040,49,2492,301,13663,74
13849,30,6946,417,7711,396
19748,45,8797,424,4004,419
9806,40,5065,178,14616,294
10847,22,3350,240,9073,38
7908,33,4450,325,8612,272
15630,25,5003,149,4112,41
21425,16,2626,186,4013,270
15299,17,7487,266,5069,499
27030,49,3547,68,7197,27
5483,15,2525,437,11517,487
17168,26,5264,475,5441,287
27032,17,4783,285,11822,202
20776,46,9650,362,12530,275
28538,14,4902,180,7955,364
29103,36,9718,385,10919,113
25261,26,2208,381,4593,177
29100,11,2413,448,5751,135
21988,49,8881,477,10661,25
29564,22,8470,184,4675,312
18763,47,2009,495,6513,247
28697,46,1305,472,6847,344
13443,42,5908,335,9242,420
17760,30,9730,256,10796,35
3801,12,3599,266,8611,105
16095,24,5344,58,10017,194
16351,13,9312,60,8183,248
7249,23,6464,193,9856,349
4908,36,5199,128,13090,444
5292,24,6643,82,14993,434
9986,31,8108,315,8164,75
7983,43,8251,71,11899,352
14067,31,4582,233,8838,176
16108,19,4855,175,8366,89
23066,16,1757,67,13870,444
27199,28,3570,406,4571,197
14094,39,2251,314,9438,398
24103,17,3520,313,8056,40
9936,11,7164,95,7383,152
12884,19,7457,465,12415,230
3331,33,5047,54,6843,103
29154,26,1866,271,8585,207
4852,23,7609,497,8288,282
20523,41,2512,370,14839,396
21053,14,2601,70,12980,63
18270,22,3377,469,11711,426
2283,20,1210,188,4612,290
9097,29,6765,395,5473,221
21920,17,9068,180,10238,9
4223,21,9285,123,6976,367
2278,18,2288,115,7716,342
26687,30,2393,135,11370,385
20818,17,1989,318,8996,259
27931,20,5863,85,5885,429
26137,37,7222,260,8659,223
7785,14,9809,319,9512,432
10644,30,6328,90,13110,323
26140,36,8866,242,12115,426
12079,43,4246,203,8032,442
12907,14,2093,471,10630,102
23696,38,2603,272,5997,38
22522,48,4921,498,13160,80
18844,20,1800,229,5613,67
27319,24,1698,250,12670,103
20247,48,4346,209,9523,383
5591,45,4364,134,4025,374
8763,30,6514,112,10606,250
24249,31,4387,210,10454,135
13414,13,6783,374,5693,167
22679,13,4110,184,9268,236
22580,16,6335,421,7158,446
8800,13,6089,312,9205,35
12495,26,4100,278,12604,289
5237,32,8348,421,4044,59
27651,41,9923,492,8301,443
23549,44,3653,141,8153,430
9796,29,2659,461,4651,12
13047,13,8884,78,11927,276
17047,14,9349,252,9574,204
13600,14,8532,105,10203,328
13825,27,1643,146,14848,237
23766,37,5701,198,5075,472
29258,42,6013,60,13790,5
23221,30,3043,169,11158,102
25285,44,9189,63,9326,288
6467,14,2975,266,8171,14
4726,21,2549,283,5871,445
18901,16,7402,167,4452,176
11998,22,7617,476,14516,464
17815,43,5001,150,5588,416
6249,42,6061,118,11545,128
12403,29,1631,70,6491,499
20889,48,7289,339,5590,451
16962,18,3449,132,10024,155
9021,34,5611,464,5657,177
5500,22,1385,356,13951,464
29596,47,6510,451,6574,380
13905,32,5096,260,13856,5
19483,37,6005,96,7165,135
18924,33,7435,305,5066,22
27437,12,2318,277,9326,499
19205,48,1548,182,13688,92
7367,31,8539,498,9349,471
16483,29,7914,155,10153,428
18319,24,8387,288,12609,192
17992,13,6938,242,4632,373
2917,26,9060,237,10203,491
12240,20,1349,57,7752,270
9865,20,8003,242,7826,171
19661,40,4243,409,10192,354
13877,35,2240,497,11595,466
24263,35,4984,433,10885,238
14666,35,8573,221,4633,269
3119,22,3664,207,9959,71
20773,39,4952,224,4840,495
21878,31,4407,392,4508,209
26912,16,8263,133,11947,257
21305,10,5351,351,6096,248
7210,16,1210,351,13323,368
14938,27,4887,203,13717,484
27987,30,1119,467,6440,250
19626,36,5161,242,10257,358
5922,25,1179,427,7218,138
2899,17,8348,367,7346,162
11844,25,7343,257,10782,320
22669,33,7231,256,8214,344
21683,44,6674,455,10974,155
20210,19,7189,99,6875,373
22867,10,8304,481,7164,285
23218,29,3714,155,9057,402
5128,13,1963,363,8094,216
24958,20,2799,218,5207,337
26116,36,8035,299,6358,218
7120,37,4328,63,14816,493
5122,16,8339,493,13648,351
26800,44,7917,120,12511,272
10168,48,6130,147,14810,147
4985,34,8828,98,7820,110
18593,13,3833,458,13546,271
26759,21,7635,186,13728,278
2180,35,8352,162,5524,153
26567,24,5360,113,10330,18
8733,22,5394,401,8443,450
18804,29,1853,386,7751,391
7881,44,2479,269,10002,238
28764,13,3999,329,12964,11
12806,27,4724,51,4451,91
6415,42,1211,250,5131,232
8304,22,9713,486,7566,490
3077,37,4484,304,8952,175
28336,20,9818,71,13676,424
2130,30,4499,364,8094,403
18224,33,9062,137,9201,396
20647,32,5064,96,9960,192
12952,47,9172,372,11941,203
15431,22,1470,435,11975,313
6808,10,8027,70,6048,236
28739,38,8642,164,5373,325
18417,22,8412,174,10380,447
25092,27,8037,166,11691,28
11811,24,2697,140,9646,324
25237,25,6166,421,4565,432
17875,19,9957,398,7947,99
18396,43,8962,179,6111,199
17682,22,5565,446,8862,137
5184,31,7976,371,4291,355
12255,37,7642,67,9754,69
10279,27,6080,377,11137,94
2334,46,6878,488,4008,168
11073,33,2069,122,12861,410
26638,42,5051,321,10496,424
2923,11,5427,376,7095,428
11454,30,7417,312,10126,363
25038,41,8647,380,4695,426
9033,30,6932,449,7292,251
21112,33,4341,281,6904,299
15187,27,3716,380,4364,264
8057,45,2002,336,7509,362
26624,45,4576,127,9371,411
13444,17,6786,299,9300,378
9425,11,2240,367,4380,27
15770,40,1891,478,8966,188
7477,10,6661,183,7975,43
15274,35,8134,173,14044,224
29121,16,5271,437,5199,280
25103,22,3930,351,6877,24
4307,38,6348,253,14677,346
6994,19,5958,379,8594,402
15176,22,1476,420,11440,355
4198,32,2646,272,5939,357
5365,19,5295,244,6482,365
10103,16,1202,116,14869,382
11245,31,4784,187,8209,38
15446,45,3653,470,11770,128
6507,23,9597,92,14010,383
29784,14,7555,465,7554,84
16831,28,3383,378,13439,217
23371,19,5761,442,12465,211
19482,33,3553,182,6776,359
10207,22,7434,157,8721,98
29957,47,4244,346,4591,178
21132,13,4140,83,11569,151
2359,35,3760,334,8610,468
18795,29,4879,391,11146,308
26857,42,6862,208,5092,474
24489,25,1842,430,9975,423
27189,44,6607,214,9888,32
11748,28,7622,76,8511,451
14447,26,5049,336,13808,171
7731,25,7889,126,10986,448
28177,30,7892,380,4964,135
17678,33,8372,252,8672,482
25494,22,7838,63,14530,400
29013,34,7048,151,6708,45
21829,41,4579,488,13014,434
20412,20,9368,113,14881,329
4221,30,3235,269,13848,36
18224,24,7173,79,9498,359
20675,17,2013,237,5240,130
26533,44,4441,140,14077,196
21942,28,2951,332,12504,233
17946,24,1759,473,7669,423
26444,34,1697,211,11488,399
25482,49,3078,295,7659,52
14162,38,2904,230,8190,395
19835,30,3598,342,9691,397
8046,15,4961,491,4014,63
24599,17,9863,89,13266,450
2846,44,8078,318,4429,344
14999,21,3536,109,10415,162
5355,43,4270,407,7712,28
26395,27,5913,197,7856,199
20153,38,8554,80,10830,251
8778,42,1175,150,10503,297
13488,23,6130,481,4619,301
19386,13,8906,167,12709,86
10803,26,9300,147,10127,439
28084,45,1329,497,10331,311
25984,28,2915,369,4163,354
21047,35,8906,486,6798,337
17955,22,3408,329,7264,37
12550,39,4358,216,9706,106
7533,36,8107,459,11856,76
23699,26,6350,100,14571,383
13425,36,7142,176,10068,244
28805,44,5190,153,7159,72
29597,22,9836,284,13060,371
14530,27,2589,90,10227,494
23688,48,8089,119,10707,136
14141,13,6428,245,10771,20
27157,45,4117,101,14110,408
3439,29,8244,120,7496,366
11074,11,3050,334,4016,345
19928,49,8189,157,12148,472
23465,33,2494,104,13028,28
7352,28,5348,474,14619,126
12883,14,1884,230,7796,365
15069,47,9478,337,12193,171
22246,46,3768,148,14770,160
8922,45,8977,172,9349,461
27878,16,6366,476,12961,460
21384,11,9936,327,11396,418
23634,27,6599,466,10103,93
5014,49,4367,118,8145,60
12766,33,4087,180,4987,182
4272,29,7475,163,8740,273
29693,45,2050,327,11998,348
13226,17,3588,88,9737,419
28852,37,7478,62,9091,476
4588,37,9985,54,8246,398
5981,47,4734,462,5668,465
12921,24,4017,177,12164,302
4381,48,4095,112,5551,385
11697,11,7936,195,6205,141
5052,36,7595,449,11095,389
18014,13,7191,170,5333,495
11940,41,7485,173,6936,315
18484,29,6094,237,11418,126
12404,43,4334,264,13009,402
9010,18,3844,264,6850,396
6850,32,9172,227,11342,360
19865,11,1358,420,9925,404
9995,41,7550,194,4261,115
2385,30,6936,304,11995,397
15151,25,2995,129,7535,208
12893,49,4157,281,5249,247
14169,44,3457,329,6698,158
9120,29,9167,494,5877,430
29732,31,9012,468,13024,222
22839,29,6000,483,8323,398
18393,19,5709,498,10288,317
19173,34,4902,244,6047,456
20597,46,9808,447,7633,141
6683,30,9516,347,14093,109
13056,20,2537,85,7054,366
27733,25,4511,54,10748,399
13420,16,4874,228,13954,406
11052,48,3995,217,13801,283
28356,47,2336,183,7976,23
12189,11,4369,89,12799,404
29322,21,9948,468,13427,146
24693,24,1929,119,4937,267
22823,39,7955,301,12247,275
9655,12,7335,121,5175,21
9238,48,1744,214,7633,27
7259,45,2208,460,14960,122
23926,49,3200,157,9701,269
19794,38,8571,215,13833,44
10592,26,8618,79,9591,53
11390,19,1095,321,12522,377
11424,23,7858,337,8888,469
27901,26,5841,432,13751,114
22019,34,5015,261,7222,114
13474,27,5586,226,12955,59
26710,15,3637,232,12999,174
22138,24,8559,188,10184,407
9865,37,2990,456,8193,487
21590,28,7260,413,11621,389
6221,26,2586,476,12003,73
15047,32,4994,163,5862,443
2198,49,1430,212,5023,496
8363,23,1995,242,14976,482
18796,12,1569,356,12270,345
13695,47,4372,87,8650,44
4120,37,3475,261,6572,435
10351,23,7519,269,5381,201
25794,39,2239,62,4961,306
12508,23,1725,208,14025,39
29660,36,6395,168,4535,260
8130,11,1165,241,7380,410
27690,35,9539,310,11494,458
17119,41,3648,421,5377,327
29652,37,5747,85,11646,343
18754,13,2951,137,9523,480
5120,44,7684,265,14152,337
18989,44,4447,233,13032,422
18796,37,8563,181,13506,458
17506,47,5106,226,7556,128
27577,48,5106,422,5909,5
17716,46,2824,275,7533,279
26868,34,6117,72,4785,179
3801,46,7637,418,9746,288
16622,43,8971,466,4089,386
24561,25,1903,144,12577,275
21558,40,8734,394,14175,244
23312,31,6249,483,9241,220
11491,37,7369,293,6199,206
12375,13,7276,474,5459,411
9557,38,1757,205,12450,490
11007,38,5516,367,6722,425
8636,41,7309,97,14271,495
7634,11,8634,485,10712,90
14722,30,4370,409,9846,441
8175,20,7547,417,10477,364
7989,24,3064,400,4988,67
20097,27,8141,305,9644,179
21227,22,3908,496,5958,180
19323,40,9448,181,5435,148
7579,17,7116,495,13775,51
18816,43,7255,454,9686,92
29842,48,9650,448,14700,63
10171,47,1831,300,11124,225
18790,29,1780,235,11810,395
10886,11,7532,311,9284,124
28460,34,2388,406,6401,207
23616,31,9560,435,13480,286
18587,25,7860,382,6586,444
19318,19,5786,323,4399,159
23519,48,7731,356,12292,453
14616,47,9770,298,11677,301
20831,30,1434,432,14494,176
9899,35,6768,137,11959,372
14993,38,2723,306,9484,468
4426,38,8840,269,9179,285
16226,48,1471,293,7569,447
23814,25,3438,74,9760,386
17066,48,4090,298,5782,179
9647,35,8812,324,8941,434
6540,42,6799,351,9356,142
26499,42,2688,230,12132,230
18179,12,1540,312,10877,105
15772,38,4154,365,12822,491
6601,14,1343,227,13538,461
7734,47,1872,157,13193,99
26130,10,8383,359,9720,153
13638,41,3985,418,4313,17
9873,29,4519,60,14012,272
3010,28,8310,385,5901,352
8648,30,2805,269,10449,487
25584,37,4767,68,13035,171
7520,10,9102,375,5966,355
7956,24,6889,132,12657,276
3840,45,1448,257,5858,26
25725,33,3114,393,10099,99
12788,42,3647,427,13182,25
9193,21,6092,93,8688,68
23543,41,7735,464,12057,246
22739,32,8564,285,5361,21
27541,38,7261,113,4067,472
9904,41,2529,450,4503,47
2653,25,4137,212,5898,364
7532,23,5387,237,7359,34
21443,26,8708,426,10608,205
4906,45,3083,59,10834,80
27763,25,6779,69,7573,250
20611,46,8719,171,4184,116
17235,14,3160,418,7776,240
3612,36,8688,95,11085,35
3896,30,3699,88,13329,89
26654,14,4096,343,12835,81
25019,21,9445,490,4959,428
14286,35,7043,184,9139,314
13414,26,6088,288,12861,278
27908,40,8956,365,7971,84
9956,26,8650,455,12321,205
13062,10,3163,236,8500,379
5672,27,6838,405,11618,148
18583,20,6168,116,10643,431
13569,22,5558,154,4978,107
5434,13,4880,73,14359,18
16100,31,5606,119,6015,156
4567,22,8686,297,5324,259
25768,15,4711,377,5779,460
15669,34,8251,431,8355,343
12774,46,7468,142,6748,106
2405,41,5731,490,9799,414
24926,39,9414,434,8940,401
5342,24,2226,321,12499,235
11398,18,5154,454,8764,407
28756,19,7249,319,9792,301
29229,37,7408,463,10260,56
14596,22,1130,148,11887,224
24632,27,7410,412,6861,264
24865,21,1173,388,5863,11
4615,34,8798,400,8976,274
19508,22,4692,89,12091,486
5649,16,2837,175,10069,137
4906,25,4765,182,7256,227
2641,31,2629,450,11272,309
19547,49,8084,202,13750,352
8280,32,4709,297,11206,389
14055,11,3948,416,10512,161
28017,10,2442,383,9217,427
20779,32,4064,318,9256,70
21886,19,2655,347,11816,83
20448,28,3925,421,5247,178
4454,42,1172,260,7345,364
20233,47,5903,157,10218,188
21213,35,4900,413,7229,29
23072,49,2161,409,9176,281
6217,11,6309,217,7725,42
28181,36,4671,72,10369,74
25136,22,9040,80,6570,54
3092,38,3085,171,12034,81
12886,37,9373,470,5524,338
12875,24,1326,90,5750,79
10541,34,5049,79,5783,60
5139,10,4953,216,11340,177
8272,34,6244,113,12416,249
29781,28,4251,216,12289,422
17532,12,3189,107,8614,404
29180,37,7839,151,6356,258
16578,22,2557,377,10113,375
7081,22,8218,382,11526,95
21791,30,7773,265,8149,275
12977,38,1857,434,10896,407
4496,29,7432,160,10097,152
20973,14,9481,146,11298,464
2542,39,1739,114,6677,292
13276,44,4498,303,14743,423
18412,30,8297,353,6756,105
11969,36,7550,445,4383,15
27471,14,4717,405,6571,104
14488,16,2260,340,13153,86
29174,29,7573,74,10613,6
19925,17,5943,78,10901,248
14851,12,7193,450,10461,223
29310,23,5274,97,7674,441
8038,45,3674,444,6675,63
16538,46,2570,323,10866,186
20818,48,6868,109,11393,355
6324,14,4315,147,6160,400
17172,42,3100,322,4772,210
21720,23,1219,50,10125,465
21877,20,2547,185,10230,473
22350,48,1484,295,9878,313
15273,40,2732,281,10056,398
20168,41,1775,375,11539,52
3504,26,9576,437,10777,492
5963,40,9817,297,5063,273
3352,30,6037,326,6414,485
2457,26,4036,449,6719,281
16455,25,8767,467,8046,217
13693,13,5628,475,9856,439
14530,21,9341,272,7460,146
2584,47,9946,271,14550,145
11157,34,7743,411,5565,429
10328,12,8272,306,8706,43
11401,37,7458,96,13778,28
14433,10,3551,333,8607,459
21116,46,7073,326,10988,492
19148,19,7520,115,10430,286
14326,21,9519,415,10297,330
17296,46,1191,347,10267,242
12350,33,3127,362,7820,470
22836,28,8377,79,8014,49
25652,39,5969,289,14120,210
9385,18,3031,76,14595,144
5124,23,4133,235,8631,208
22140,45,4110,234,10350,423
15476,27,5697,319,4632,400
6378,30,8686,218,4575,150
16541,10,4212,281,13574,293
15940,39,5353,103,4774,165
5314,22,7944,112,6425,361
23259,24,8161,123,7438,125
26731,30,1529,156,4428,446
10878,34,2931,399,8753,127
10618,27,2123,293,4500,458
8652,17,6004,109,8389,247
14856,17,1563,160,7000,465
29316,35,2307,125,4327,181
9031,38,9723,399,14616,269
29537,36,3501,293,10521,119
11941,17,2628,97,8740,399
17391,46,1440,335,4654,392
28716,35,1107,51,13888,13
19675,38,2448,84,8498,100
9131,18,6042,80,11645,238
16158,31,3810,152,4615,38
2480,43,5888,310,13043,388
2939,31,9196,469,6436,106
19250,20,4406,255,4855,401
7080,48,9922,147,13741,445
21365,27,1757,214,10660,261
26260,36,2159,149,10049,5
12611,24,6491,404,13956,285
4936,18,6209,494,13903,65
9037,31,3165,446,12541,248
8886,13,6821,248,11852,418
26326,10,8242,159,11103,147
24513,34,6122,408,10466,455
18680,33,7709,188,4993,395
17869,30,8971,167,14583,453
25682,39,7836,170,13750,308
21981,22,8645,245,7883,289
9825,43,3630,471,5244,473
15382,23,4259,242,7583,89
9627,34,1441,57,10737,282
13139,27,5101,318,13397,435
18986,16,8138,466,5326,64
11300,22,5817,453,14678,21
10933,32,5976,296,14798,85
22891,12,8416,242,13161,16
7671,34,5797,80,6233,199
2675,12,5415,182,12915,350
16696,19,3720,90,4714,64
24069,26,8981,488,6235,165
23686,31,7270,111,11998,449
25896,22,9197,379,8481,283
9168,44,5509,358,11719,241
21180,18,7014,402,13319,402
6736,44,3767,430,9300,302
3739,48,6417,199,4307,143
14169,23,5421,440,5735,135
8016,29,1774,293,10876,253
11673,15,1061,117,10417,10
19684,37,3727,287,7159,278
26231,40,2121,489,12413,138
18542,41,5830,465,8401,339
4103,39,9031,157,4074,17
23878,37,2616,290,8070,259
3423,43,8221,135,8894,296
16531,10,1753,442,9079,183
27156,33,4150,188,4167,299
10774,28,4315,454,13583,38
4144,32,2838,369,6184,397
12078,19,6177,340,9591,50
21231,17,5840,462,6351,114
11609,39,3993,52,10927,37
8245,35,2355,283,12930,483
24560,34,3839,307,11919,371
22317,18,1292,252,4377,277
21003,11,5791,391,9707,429
27801,19,7358,348,11697,425
6482,42,4486,494,9512,119
26989,45,2844,369,12809,468
17870,46,8065,59,6286,114
2460,21,8337,423,12708,428
3801,48,1647,405,13722,180
19328,23,5092,461,8751,397
29462,46,3703,490,4233,296
10739,25,1273,194,13250,376
3471,33,9785,233,4441,358
11125,46,7508,168,7505,83
19597,41,6414,223,14056,280
5796,42,2950,239,11544,309
17983,11,3799,68,5245,322
29667,18,9106,414,8798,471
19946,34,4593,320,14827,280
24854,47,7966,410,8202,217
7508,12,9964,411,9110,68
28471,28,3784,234,7095,12
12549,35,3626,133,7732,257
4157,26,2221,345,12766,139
5531,25,3564,190,6751,335
7273,22,4930,332,11025,290
19610,17,6383,120,6602,308
5029,37,2162,101,6195,110
6291,11,6116,219,7733,342
10911,40,9538,174,4821,56
24623,16,1673,338,11192,99
28663,23,1044,372,11120,88
13489,44,8477,91,12546,388
16412,12,7601,193,4685,298
19445,44,3773,389,9739,273
20797,47,1887,229,6597,92
17726,40,7451,172,6099,391
4369,22,7467,373,13062,405
5006,12,9619,359,14824,478
15259,39,1124,372,6876,51
16133,24,2680,74,10486,401
10912,35,5870,436,8919,303
6533,19,9414,326,11563,50
2721,42,5515,499,5476,359
22395,11,4352,495,6127,189
6961,25,2949,100,4282,187
16231,30,5894,70,11850,294
10161,13,1092,117,5009,331
29377,28,9362,446,9183,468
23736,43,5382,286,6504,135
14083,21,6331,174,14290,474
16586,48,9864,377,9783,197
19021,11,6410,164,11819,485
27505,18,8969,327,7805,319
25204,48,7993,79,7052,107
27610,15,9804,428,5937,226
9242,33,4469,435,5527,277
14088,44,4826,178,14587,334
13697,10,3020,196,11555,266
26180,25,3877,472,4360,455
9818,10,8959,227,11925,137
18948,45,8251,326,11285,475
15531,31,3174,480,5727,136
